ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,BlockList,BlockList.Cycle,BlockList.Sample,PostTestQ1.RESP,PostTestQ1CJ.RESP,PostTestQ2.RESP,PostTestQ2CJ.RESP,PostTestQ3.RESP,PostTestQ3CJ.RESP,PostTestSlide.RESP,Procedure[Block],Running[Block],Trial,CorrectResponse,Distractor,DistractorList,Fixation.ACC,Fixation.CRESP,Fixation.DurationError,Fixation.OnsetDelay,Fixation.OnsetTime,Fixation.OnsetToOnsetTime,Fixation.RESP,Fixation.RT,Fixation.RTTime,ItemColor,Jitter,JitterList,JitterTime,Lime0List,Orientation,Pos1Color,Pos1Item,Pos2Color,Pos2Item,Pos3Color,Pos3Item,Pos4Color,Pos4Item,Pos5Color,Pos5Item,Pos6Color,Pos6Item,PracticeTrialList,PracticeTrialList.Cycle,PracticeTrialList.Sample,Procedure[Trial],Red0List,Running[Trial],Stimulus.ACC,Stimulus.CRESP,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,Stimulus.RTTime,Target,TargetColor,TargetList,TestTrialList,TestTrialList.Cycle,TestTrialList.Sample,TrainingTrialList,TrainingTrialList.Cycle,TrainingTrialList.Sample
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,1,2,Distractor2.bmp,2,0,,0,42,172010,600,,0,0,purple,600,3,600,5,horizontal,lime,Target2.bmp,red,Distractor2.bmp,yellow,Distractor1.bmp,blue,Distractor1.bmp,cyan,Distractor1.bmp,purple,Distractor1.bmp,1,1,1,TrialProc,,PracticeTrialList,1,2,-999999,0,172610,0,2,3126,175736,Target2.bmp,lime,2,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,2,2,Distractor1.bmp,1,0,,0,1,176764,601,,0,0,cyan,600,3,600,,horizontal,cyan,Distractor2.bmp,red,Target2.bmp,blue,Distractor1.bmp,yellow,Distractor1.bmp,purple,Distractor1.bmp,lime,Distractor2.bmp,2,1,2,TrialProc,4,PracticeTrialList,0,2,-999999,1,177365,0,1,867,178232,Target2.bmp,red,2,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,3,1,Distractor1.bmp,1,0,,0,1,179250,400,,0,0,blue,400,1,400,,vertical,cyan,Distractor1.bmp,purple,Distractor2.bmp,yellow,Distractor2.bmp,lime,Distractor2.bmp,blue,Distractor1.bmp,red,Target1.bmp,6,1,3,TrialProc,3,PracticeTrialList,1,1,-999999,0,179650,0,1,1502,181152,Target1.bmp,red,1,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,4,2,Distractor1.bmp,1,0,,0,1,182169,600,,0,0,blue,600,3,600,3,horizontal,purple,Distractor2.bmp,cyan,Distractor1.bmp,yellow,Distractor2.bmp,blue,Distractor2.bmp,lime,Target2.bmp,red,Distractor1.bmp,5,1,4,TrialProc,,PracticeTrialList,0,2,-999999,0,182769,0,1,982,183751,Target2.bmp,lime,2,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,5,2,Distractor1.bmp,1,0,,0,1,184771,401,,0,0,red,400,1,400,1,horizontal,blue,Distractor1.bmp,red,Distractor2.bmp,lime,Target2.bmp,purple,Distractor1.bmp,cyan,Distractor1.bmp,yellow,Distractor2.bmp,3,1,5,TrialProc,,PracticeTrialList,1,2,-999999,1,185172,0,2,1547,186719,Target2.bmp,lime,2,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,6,1,Distractor1.bmp,1,0,,0,1,187741,400,,0,0,blue,400,1,400,,vertical,purple,Distractor1.bmp,lime,Distractor2.bmp,blue,Distractor1.bmp,red,Target1.bmp,yellow,Distractor1.bmp,cyan,Distractor1.bmp,4,1,6,TrialProc,3,PracticeTrialList,1,1,-999999,0,188141,0,1,770,188911,Target1.bmp,red,1,,,,,,
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,1,2,Distractor2.bmp,2,0,,0,15,192862,600,,0,0,blue,600,3,600,,horizontal,red,Target2.bmp,yellow,Distractor2.bmp,lime,Distractor1.bmp,purple,Distractor1.bmp,cyan,Distractor2.bmp,blue,Distractor1.bmp,,,,TrialProc,3,TrainingTrialList,1,2,-999999,0,193462,0,2,1177,194639,Target2.bmp,red,2,,,,7,2,1
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,2,1,Distractor2.bmp,2,0,,1,0,195664,401,,0,0,purple,400,1,400,,vertical,purple,Distractor2.bmp,lime,Distractor1.bmp,cyan,Distractor1.bmp,yellow,Distractor2.bmp,red,Target1.bmp,blue,Distractor2.bmp,,,,TrialProc,5,TrainingTrialList,1,1,-999999,1,196065,0,1,806,196871,Target1.bmp,red,1,,,,11,2,2
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,3,1,Distractor1.bmp,1,0,,0,1,197883,601,,0,0,purple,600,3,600,,vertical,purple,Distractor1.bmp,blue,Distractor2.bmp,red,Target1.bmp,cyan,Distractor1.bmp,lime,Distractor1.bmp,yellow,Distractor2.bmp,,,,TrialProc,5,TrainingTrialList,1,1,-999999,1,198484,0,1,915,199399,Target1.bmp,red,1,,,,9,2,3
KW_Experiment5A,27,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">5858481517608</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-17T17:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-27-1,59.945,1.0.0.105,2,146770285,Professional,2.0.10.353,2.0.10.353,10/17/2018,10/17/2018 17:54,13:54:27,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,4,2,Distractor1.bmp,1,0,,0,1,200419,600,,0,0,purple,600,3,600,5,horizontal,purple,Distractor2.bmp,blue,Distractor2.bmp,cyan,Distractor1.bmp,red,Distractor1.bmp,lime,Target2.bmp,yellow,Distractor1.bmp,,,,TrialProc,,TrainingTrialList,1,2,-999999,0,201019,0,2,1244,202263,Target2.bmp,lime,2,,,,5,2,4
