ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,BlockList,BlockList.Cycle,BlockList.Sample,PostTestQ1.RESP,PostTestQ1CJ.RESP,PostTestQ2.RESP,PostTestQ2CJ.RESP,PostTestQ3.RESP,PostTestQ3CJ.RESP,PostTestSlide.RESP,Procedure[Block],Running[Block],Trial,CorrectResponse,Distractor,DistractorList,Fixation.ACC,Fixation.CRESP,Fixation.DurationError,Fixation.OnsetDelay,Fixation.OnsetTime,Fixation.OnsetToOnsetTime,Fixation.RESP,Fixation.RT,Fixation.RTTime,ItemColor,Jitter,JitterList,JitterTime,Lime0List,Orientation,Pos1Color,Pos1Item,Pos2Color,Pos2Item,Pos3Color,Pos3Item,Pos4Color,Pos4Item,Pos5Color,Pos5Item,Pos6Color,Pos6Item,PracticeTrialList,PracticeTrialList.Cycle,PracticeTrialList.Sample,Procedure[Trial],Red0List,Running[Trial],Stimulus.ACC,Stimulus.CRESP,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,Stimulus.RTTime,Target,TargetColor,TargetList,TestTrialList,TestTrialList.Cycle,TestTrialList.Sample,TrainingTrialList,TrainingTrialList.Cycle,TrainingTrialList.Sample
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,1,1,Distractor2.bmp,2,0,,0,98,201735,501,,0,0,yellow,500,2,500,2,vertical,blue,Distractor1.bmp,cyan,Distractor2.bmp,red,Distractor2.bmp,yellow,Distractor1.bmp,lime,Target1.bmp,purple,Distractor2.bmp,5,1,1,TrialProc,,PracticeTrialList,1,1,-999999,1,202236,0,1,5393,207629,Target1.bmp,lime,1,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,2,2,Distractor2.bmp,2,0,,0,1,208642,400,,0,0,blue,400,1,400,3,horizontal,yellow,Distractor2.bmp,blue,Distractor2.bmp,lime,Target2.bmp,purple,Distractor2.bmp,red,Distractor2.bmp,cyan,Distractor2.bmp,3,1,2,TrialProc,,PracticeTrialList,1,2,-999999,0,209042,0,2,2291,211333,Target2.bmp,lime,2,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,3,2,Distractor2.bmp,2,0,,0,1,212345,600,,0,0,purple,600,3,600,,horizontal,purple,Distractor2.bmp,red,Target2.bmp,blue,Distractor2.bmp,lime,Distractor2.bmp,cyan,Distractor2.bmp,yellow,Distractor1.bmp,2,1,3,TrialProc,5,PracticeTrialList,1,2,-999999,0,212945,0,2,1332,214277,Target2.bmp,red,2,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,4,2,Distractor2.bmp,2,0,,0,1,215298,600,,0,0,lime,600,3,600,,horizontal,purple,Distractor2.bmp,blue,Distractor1.bmp,lime,Distractor1.bmp,red,Target2.bmp,yellow,Distractor2.bmp,cyan,Distractor1.bmp,4,1,4,TrialProc,6,PracticeTrialList,1,2,-999999,0,215898,0,2,1723,217621,Target2.bmp,red,2,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,5,1,Distractor1.bmp,1,0,,0,1,218634,600,,0,0,red,600,3,600,1,vertical,lime,Target1.bmp,cyan,Distractor1.bmp,yellow,Distractor2.bmp,blue,Distractor2.bmp,purple,Distractor2.bmp,red,Distractor2.bmp,1,1,5,TrialProc,,PracticeTrialList,1,1,-999999,0,219234,0,1,1290,220524,Target1.bmp,lime,1,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,6,1,Distractor2.bmp,2,0,,0,1,221537,500,,0,0,yellow,500,2,500,,vertical,cyan,Distractor2.bmp,lime,Distractor2.bmp,purple,Distractor2.bmp,blue,Distractor2.bmp,yellow,Distractor2.bmp,red,Target1.bmp,6,1,6,TrialProc,2,PracticeTrialList,1,1,-999999,0,222037,0,1,1407,223444,Target1.bmp,red,1,,,,,,
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,1,1,Distractor2.bmp,2,0,,0,36,242456,600,,0,0,blue,600,3,600,,vertical,blue,Distractor2.bmp,purple,Distractor1.bmp,lime,Distractor2.bmp,yellow,Distractor2.bmp,cyan,Distractor1.bmp,red,Target1.bmp,,,,TrialProc,3,TrainingTrialList,1,1,-999999,0,243056,0,1,2084,245140,Target1.bmp,red,1,,,,12,2,1
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,2,2,Distractor2.bmp,2,0,,0,1,246159,500,,0,0,purple,500,2,500,,horizontal,purple,Distractor1.bmp,lime,Distractor1.bmp,yellow,Distractor1.bmp,red,Target2.bmp,blue,Distractor2.bmp,cyan,Distractor1.bmp,,,,TrialProc,5,TrainingTrialList,1,2,-999999,0,246659,0,2,1481,248140,Target2.bmp,red,2,,,,10,2,2
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,3,2,Distractor1.bmp,1,0,,0,1,249162,500,,0,0,lime,500,2,500,,horizontal,lime,Distractor2.bmp,purple,Distractor1.bmp,yellow,Distractor1.bmp,blue,Distractor2.bmp,red,Target2.bmp,cyan,Distractor1.bmp,,,,TrialProc,6,TrainingTrialList,1,2,-999999,0,249662,0,2,1078,250740,Target2.bmp,red,2,,,,11,2,3
KW_Experiment5A,29,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215292</Frequency><Timestamp dt:dt=""r8"">6147541858779</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-18T18:52:51Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-29-1,59.946,1.0.0.105,2,1444304324,Professional,2.0.10.353,2.0.10.353,10/18/2018,10/18/2018 18:52,14:52:52,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,4,2,Distractor1.bmp,1,0,,0,1,251764,601,,0,0,cyan,600,3,600,,horizontal,red,Target2.bmp,blue,Distractor1.bmp,purple,Distractor2.bmp,lime,Distractor1.bmp,yellow,Distractor2.bmp,cyan,Distractor2.bmp,,,,TrialProc,4,TrainingTrialList,1,2,-999999,1,252365,0,2,735,253100,Target2.bmp,red,2,,,,7,2,4
