ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,BlockList,BlockList.Cycle,BlockList.Sample,PostTestQ1.RESP,PostTestQ1CJ.RESP,PostTestQ2.RESP,PostTestQ2CJ.RESP,PostTestQ3.RESP,PostTestQ3CJ.RESP,PostTestSlide.RESP,Procedure[Block],Running[Block],Trial,CorrectResponse,Distractor,DistractorList,Fixation.ACC,Fixation.CRESP,Fixation.DurationError,Fixation.OnsetDelay,Fixation.OnsetTime,Fixation.OnsetToOnsetTime,Fixation.RESP,Fixation.RT,Fixation.RTTime,ItemColor,Jitter,JitterList,JitterTime,Lime0List,Orientation,Pos1Color,Pos1Item,Pos2Color,Pos2Item,Pos3Color,Pos3Item,Pos4Color,Pos4Item,Pos5Color,Pos5Item,Pos6Color,Pos6Item,PracticeTrialList,PracticeTrialList.Cycle,PracticeTrialList.Sample,Procedure[Trial],Red0List,Running[Trial],Stimulus.ACC,Stimulus.CRESP,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,Stimulus.RTTime,Target,TargetColor,TargetList,TestTrialList,TestTrialList.Cycle,TestTrialList.Sample,TrainingTrialList,TrainingTrialList.Cycle,TrainingTrialList.Sample
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,1,1,Distractor1.bmp,1,0,,0,45,60975,601,,0,0,yellow,600,3,600,,vertical,yellow,Distractor1.bmp,red,Target1.bmp,cyan,Distractor1.bmp,lime,Distractor2.bmp,purple,Distractor1.bmp,blue,Distractor1.bmp,2,1,1,TrialProc,2,PracticeTrialList,1,1,-999999,1,61576,0,1,8826,70402,Target1.bmp,red,1,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,2,2,Distractor2.bmp,2,0,,0,1,71418,401,,0,0,blue,400,1,400,,horizontal,purple,Distractor2.bmp,lime,Distractor2.bmp,cyan,Distractor1.bmp,yellow,Distractor2.bmp,blue,Distractor1.bmp,red,Target2.bmp,6,1,2,TrialProc,3,PracticeTrialList,0,2,-999999,1,71819,0,1,1935,73754,Target2.bmp,red,2,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,3,1,Distractor1.bmp,1,0,,0,1,74771,401,,0,0,purple,400,1,400,5,vertical,lime,Target1.bmp,blue,Distractor1.bmp,cyan,Distractor2.bmp,red,Distractor2.bmp,yellow,Distractor1.bmp,purple,Distractor1.bmp,1,1,3,TrialProc,,PracticeTrialList,1,1,-999999,1,75172,0,1,3045,78217,Target1.bmp,lime,1,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,4,1,Distractor1.bmp,1,0,,0,1,79242,601,,0,0,purple,600,3,600,5,vertical,red,Distractor2.bmp,blue,Distractor1.bmp,yellow,Distractor1.bmp,purple,Distractor2.bmp,lime,Target1.bmp,cyan,Distractor1.bmp,5,1,4,TrialProc,,PracticeTrialList,1,1,-999999,1,79843,0,1,1246,81089,Target1.bmp,lime,1,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,5,2,Distractor2.bmp,2,0,,0,1,82111,401,,0,0,purple,400,1,400,,horizontal,yellow,Distractor1.bmp,blue,Distractor1.bmp,purple,Distractor1.bmp,red,Target2.bmp,lime,Distractor2.bmp,cyan,Distractor2.bmp,4,1,5,TrialProc,5,PracticeTrialList,0,2,-999999,1,82512,0,1,1161,83673,Target2.bmp,red,2,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,1,1,1,1,,,,,,,,PracticeProc,BlockList,6,1,Distractor1.bmp,1,0,,0,1,84697,601,,0,0,red,600,3,600,1,vertical,cyan,Distractor2.bmp,red,Distractor2.bmp,lime,Target1.bmp,purple,Distractor1.bmp,blue,Distractor1.bmp,yellow,Distractor1.bmp,3,1,6,TrialProc,,PracticeTrialList,1,1,-999999,1,85298,0,1,919,86217,Target1.bmp,lime,1,,,,,,
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,1,2,Distractor2.bmp,2,0,,0,21,93238,601,,0,0,cyan,600,3,600,4,horizontal,cyan,Distractor2.bmp,blue,Distractor1.bmp,purple,Distractor1.bmp,red,Distractor1.bmp,lime,Target2.bmp,yellow,Distractor2.bmp,,,,TrialProc,,TrainingTrialList,1,2,-999999,1,93839,0,2,1002,94841,Target2.bmp,lime,2,,,,5,2,1
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,2,2,Distractor2.bmp,2,0,,0,1,95857,501,,0,0,cyan,500,2,500,,horizontal,cyan,Distractor1.bmp,yellow,Distractor1.bmp,purple,Distractor1.bmp,red,Target2.bmp,blue,Distractor2.bmp,lime,Distractor1.bmp,,,,TrialProc,4,TrainingTrialList,0,2,-999999,1,96358,0,1,867,97225,Target2.bmp,red,2,,,,10,2,2
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,3,2,Distractor1.bmp,1,0,,0,1,98243,400,,0,0,cyan,400,1,400,4,horizontal,cyan,Distractor2.bmp,lime,Target2.bmp,blue,Distractor1.bmp,yellow,Distractor1.bmp,red,Distractor2.bmp,purple,Distractor1.bmp,,,,TrialProc,,TrainingTrialList,1,2,-999999,0,98643,0,2,830,99473,Target2.bmp,lime,2,,,,2,2,3
KW_Experiment5A,41,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3215273</Frequency><Timestamp dt:dt=""r8"">1307687993956</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2018-10-24T17:53:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",KW_Experiment5A-41-1,59.946,1.0.0.105,2,2018553314,Professional,2.0.10.353,2.0.10.353,10/24/2018,10/24/2018 17:53,13:53:04,2.0.10.248,2,2,1,2,,,,,,,,TrainingProc,BlockList,4,1,Distractor1.bmp,1,0,,0,1,100495,600,,0,0,blue,600,3,600,3,vertical,lime,Target1.bmp,blue,Distractor1.bmp,purple,Distractor1.bmp,cyan,Distractor1.bmp,red,Distractor2.bmp,yellow,Distractor1.bmp,,,,TrialProc,,TrainingTrialList,1,1,-999999,0,101095,0,1,554,101649,Target1.bmp,lime,1,,,,1,2,4
